step,epoch,loss,metric,learning_rate
1,1,0.27285048365592957,,1e-05
2,1,0.42662423849105835,,1e-05
3,1,0.43275129795074463,,1e-05
4,1,0.3663505017757416,,1e-05
5,1,0.04586472362279892,,1e-05
6,1,0.32933568954467773,,1e-05
7,1,0.7630218863487244,,1e-05
8,1,0.06566470116376877,,1e-05
9,1,0.003698003711178899,,1e-05
10,1,0.14648181200027466,,1e-05
11,1,0.08337340503931046,,1e-05
12,1,0.0031937554012984037,,1e-05
13,1,0.30284857749938965,,1e-05
14,1,0.11818818002939224,,1e-05
15,1,0.3057939112186432,,1e-05
16,1,0.05787860229611397,,1e-05
17,1,0.16523416340351105,,1e-05
18,1,0.25364235043525696,,1e-05
19,1,0.11673960834741592,,1e-05
20,1,0.011965304613113403,,1e-05
21,1,0.6022492051124573,,1e-05
22,1,1.1956912279129028,,1e-05
23,1,0.6515918970108032,,1e-05
24,1,0.022212469950318336,,1e-05
25,1,0.2735942304134369,,1e-05
26,1,0.226858988404274,,1e-05
27,1,0.239675834774971,,1e-05
28,1,0.21365350484848022,,1e-05
29,1,1.407907247543335,,1e-05
30,1,0.016919393092393875,,1e-05
31,1,0.21953772008419037,,1e-05
32,1,0.10346711426973343,,1e-05
33,1,0.33508357405662537,,1e-05
34,1,0.7147806286811829,,1e-05
35,1,0.599524974822998,,1e-05
36,1,0.31000375747680664,,1e-05
37,1,0.020309502258896828,,1e-05
38,1,0.21624864637851715,,1e-05
39,1,0.03988344594836235,,1e-05
40,1,0.03237345069646835,,1e-05
41,1,0.003131760749965906,,1e-05
42,1,0.6933660507202148,,1e-05
43,1,0.23123766481876373,,1e-05
44,1,0.471403568983078,,1e-05
45,1,0.16690568625926971,,1e-05
46,1,0.390138179063797,,1e-05
47,1,0.01697418838739395,,1e-05
48,1,0.01919884979724884,,1e-05
49,1,0.30453208088874817,,1e-05
50,1,0.015031632035970688,,1e-05
51,1,0.1679079681634903,,1e-05
52,1,0.21976463496685028,,1e-05
53,1,0.4932449162006378,,1e-05
54,1,0.30678969621658325,,1e-05
55,1,0.03112761303782463,,1e-05
56,1,0.009781614877283573,,1e-05
57,1,0.021990446373820305,,1e-05
58,1,0.11800911277532578,,1e-05
59,1,0.3612246513366699,,1e-05
60,1,0.02724297158420086,,1e-05
61,1,0.6071376204490662,,1e-05
62,1,0.22857657074928284,,1e-05
63,1,0.5483537316322327,,1e-05
64,1,0.22188310325145721,,1e-05
65,1,0.25546836853027344,,1e-05
66,1,0.6785401701927185,,1e-05
67,1,0.8962143063545227,,1e-05
68,1,0.49090832471847534,,1e-05
69,1,0.19774074852466583,,1e-05
70,1,0.1185552328824997,,1e-05
71,1,0.006004142574965954,,1e-05
72,1,0.034055691212415695,,1e-05
73,1,0.05016859620809555,,1e-05
74,1,0.05555923283100128,,1e-05
75,1,0.016179770231246948,,1e-05
76,1,0.0954606682062149,,1e-05
77,1,0.8348371982574463,,1e-05
78,1,0.009004432708024979,,1e-05
79,1,0.07170243561267853,,1e-05
80,1,0.15730024874210358,,1e-05
81,1,0.0757884532213211,,1e-05
82,1,0.2836247682571411,,1e-05
83,1,0.0016251351917162538,,1e-05
84,1,0.21537849307060242,,1e-05
85,1,0.10014475882053375,,1e-05
86,1,0.1810045689344406,,1e-05
87,1,0.023654639720916748,,1e-05
88,1,0.10864417999982834,,1e-05
89,1,0.0847451388835907,,1e-05
90,1,0.18608200550079346,,1e-05
91,1,1.017243504524231,,1e-05
92,1,0.33905643224716187,,1e-05
93,1,0.05560710281133652,,1e-05
94,1,0.012198748998343945,,1e-05
95,1,0.6056704521179199,,1e-05
96,1,0.019784245640039444,,1e-05
97,1,0.7845752239227295,,1e-05
98,1,0.8464147448539734,,1e-05
99,1,0.012006289325654507,,1e-05
100,1,0.009839874692261219,,1e-05
101,1,0.0014004083350300789,,1e-05
102,1,0.020449962466955185,,1e-05
103,1,0.8696353435516357,,1e-05
104,1,0.33227381110191345,,1e-05
105,1,0.583977460861206,,1e-05
106,1,0.2898954153060913,,1e-05
107,1,0.07495433837175369,,1e-05
108,1,1.4904630184173584,,1e-05
109,1,1.1269809007644653,,1e-05
110,1,0.30624666810035706,,1e-05
111,1,0.09099100530147552,,1e-05
112,1,0.4819931387901306,,1e-05
113,1,0.1710822731256485,,1e-05
114,1,0.04642802104353905,,1e-05
115,1,0.13387639820575714,,1e-05
116,1,0.011630222201347351,,1e-05
117,1,0.08573171496391296,,1e-05
118,1,0.016425421461462975,,1e-05
119,1,0.28195473551750183,,1e-05
120,1,0.22023339569568634,,1e-05
121,1,0.06124331057071686,,1e-05
122,1,0.0636967271566391,,1e-05
123,1,0.367044061422348,,1e-05
124,1,0.776908278465271,,1e-05
125,1,0.1066136285662651,,1e-05
126,1,0.3915883004665375,,1e-05
127,1,0.24867574870586395,,1e-05
128,1,0.581899106502533,,1e-05
129,1,0.05306250602006912,,1e-05
130,1,0.7886639833450317,,1e-05
131,1,0.5414721965789795,,1e-05
132,1,0.06143096461892128,,1e-05
133,1,0.09438148140907288,,1e-05
134,1,0.10475855320692062,,1e-05
135,1,0.052733682096004486,,1e-05
136,1,1.7851470708847046,,1e-05
137,1,0.10671472549438477,,1e-05
138,1,0.3326141834259033,,1e-05
139,1,1.467153787612915,,1e-05
140,1,0.22110968828201294,,1e-05
141,1,0.03543529659509659,,1e-05
142,1,0.1939670890569687,,1e-05
143,1,0.030656710267066956,,1e-05
144,1,0.527710497379303,,1e-05
145,1,0.19096851348876953,,1e-05
146,1,0.04471815377473831,,1e-05
147,1,0.052839767187833786,,1e-05
148,1,0.023067159578204155,,1e-05
149,1,0.05159778892993927,,1e-05
150,1,0.1476852297782898,,1e-05
151,1,0.028630387037992477,,1e-05
152,1,0.6054952144622803,,1e-05
153,1,0.007100179325789213,,1e-05
154,1,0.12053180485963821,,1e-05
155,1,0.20974493026733398,,1e-05
156,1,0.8632330894470215,,1e-05
157,1,0.7776044607162476,,1e-05
158,1,0.013858258724212646,,1e-05
159,1,0.20850446820259094,,1e-05
160,1,0.05946775898337364,,1e-05
161,1,0.01449963916093111,,1e-05
162,1,0.9076393842697144,,1e-05
163,1,0.1520095318555832,,1e-05
164,1,0.16447114944458008,,1e-05
165,1,0.17725495994091034,,1e-05
166,1,0.16690374910831451,,1e-05
167,1,0.04080021753907204,,1e-05
168,1,0.12883877754211426,,1e-05
169,1,0.6659305095672607,,1e-05
170,1,0.29499563574790955,,1e-05
171,1,0.256913423538208,,1e-05
172,1,0.41636648774147034,,1e-05
173,1,0.1384999305009842,,1e-05
174,1,0.046023305505514145,,1e-05
175,1,0.07747278362512589,,1e-05
176,1,0.03662125766277313,,1e-05
177,1,0.1302555799484253,,1e-05
178,1,0.06022660806775093,,1e-05
179,1,0.14646399021148682,,1e-05
180,1,0.2236197590827942,,1e-05
181,1,0.008497407659888268,,1e-05
182,1,0.014317263849079609,,1e-05
183,1,0.057365674525499344,,1e-05
184,1,0.2104797065258026,,1e-05
185,1,0.0055946242064237595,,1e-05
186,1,0.765593945980072,,1e-05
187,1,0.04039682820439339,,1e-05
188,1,0.1014408990740776,,1e-05
189,1,0.10683625191450119,,1e-05
190,1,0.06418882310390472,,1e-05
191,1,0.05544154345989227,,1e-05
192,1,0.1630464792251587,,1e-05
193,1,0.48838263750076294,,1e-05
194,1,0.037322159856557846,,1e-05
195,1,0.20146960020065308,,1e-05
196,1,0.13405166566371918,,1e-05
197,1,0.16050077974796295,,1e-05
