step,epoch,loss,metric,learning_rate
1,1,0.3238387703895569,,1e-05
2,1,0.6776258945465088,,1e-05
3,1,0.14863117039203644,,1e-05
4,1,0.29718825221061707,,1e-05
5,1,0.08181197941303253,,1e-05
6,1,0.3672000467777252,,1e-05
7,1,0.7156408429145813,,1e-05
8,1,0.009157148189842701,,1e-05
9,1,0.005666233133524656,,1e-05
10,1,0.06128760054707527,,1e-05
11,1,0.06934347748756409,,1e-05
12,1,0.0058180782943964005,,1e-05
13,1,0.08598136156797409,,1e-05
14,1,0.08004695922136307,,1e-05
15,1,1.6283698081970215,,1e-05
16,1,0.03395489975810051,,1e-05
17,1,0.138136625289917,,1e-05
18,1,0.3081603944301605,,1e-05
19,1,0.0646420270204544,,1e-05
20,1,0.05224001407623291,,1e-05
21,1,0.4125778079032898,,1e-05
22,1,0.9134665727615356,,1e-05
23,1,0.9276357889175415,,1e-05
24,1,0.012923942878842354,,1e-05
25,1,0.12814685702323914,,1e-05
26,1,0.3937617540359497,,1e-05
27,1,0.616737961769104,,1e-05
28,1,0.38749584555625916,,1e-05
29,1,0.37225815653800964,,1e-05
30,1,0.07216762006282806,,1e-05
31,1,0.2863556742668152,,1e-05
32,1,0.10057047754526138,,1e-05
33,1,0.986963152885437,,1e-05
34,1,0.4664587676525116,,1e-05
35,1,0.9547410011291504,,1e-05
36,1,0.570076584815979,,1e-05
37,1,0.01807447336614132,,1e-05
38,1,0.060420144349336624,,1e-05
39,1,0.0947420671582222,,1e-05
40,1,0.0932537168264389,,1e-05
41,1,0.008469494059681892,,1e-05
42,1,0.27600210905075073,,1e-05
43,1,0.5533197522163391,,1e-05
44,1,0.6725013256072998,,1e-05
45,1,0.08364930748939514,,1e-05
46,1,0.7630653381347656,,1e-05
47,1,0.04301081970334053,,1e-05
48,1,0.0027347381692379713,,1e-05
49,1,0.08286145329475403,,1e-05
50,1,0.004581782501190901,,1e-05
51,1,0.18916280567646027,,1e-05
52,1,0.28217655420303345,,1e-05
53,1,0.7774714827537537,,1e-05
54,1,0.12738552689552307,,1e-05
55,1,0.011413434520363808,,1e-05
56,1,0.010192438028752804,,1e-05
57,1,0.0015422130236402154,,1e-05
58,1,0.2099340707063675,,1e-05
59,1,0.1125769093632698,,1e-05
60,1,0.033448658883571625,,1e-05
61,1,0.26064929366111755,,1e-05
62,1,0.3136226534843445,,1e-05
63,1,0.29915130138397217,,1e-05
64,1,0.909731924533844,,1e-05
65,1,0.33336547017097473,,1e-05
66,1,0.2511894106864929,,1e-05
67,1,0.7348818182945251,,1e-05
68,1,0.5956773161888123,,1e-05
69,1,0.1730685830116272,,1e-05
70,1,0.1593456119298935,,1e-05
71,1,0.018900498747825623,,1e-05
72,1,0.04585229977965355,,1e-05
73,1,0.04253572225570679,,1e-05
74,1,0.05992794781923294,,1e-05
75,1,0.011412487365305424,,1e-05
76,1,0.05738139525055885,,1e-05
77,1,0.8709761500358582,,1e-05
78,1,0.009454865008592606,,1e-05
79,1,0.20134562253952026,,1e-05
80,1,0.16740019619464874,,1e-05
81,1,0.0742691308259964,,1e-05
82,1,0.39039045572280884,,1e-05
83,1,0.0034584603272378445,,1e-05
84,1,0.09362998604774475,,1e-05
85,1,0.0655875951051712,,1e-05
86,1,0.07284191250801086,,1e-05
87,1,0.09584984183311462,,1e-05
88,1,0.3836915194988251,,1e-05
89,1,0.09653802216053009,,1e-05
90,1,0.05746685341000557,,1e-05
91,1,1.5738052129745483,,1e-05
92,1,0.09374632686376572,,1e-05
93,1,0.0739087164402008,,1e-05
94,1,0.02031858265399933,,1e-05
95,1,0.11722825467586517,,1e-05
96,1,0.12058456987142563,,1e-05
97,1,0.3440607190132141,,1e-05
98,1,0.2566123902797699,,1e-05
99,1,0.0028850717935711145,,1e-05
100,1,0.038108378648757935,,1e-05
101,1,0.0036510485224425793,,1e-05
102,1,0.020535914227366447,,1e-05
103,1,0.645465075969696,,1e-05
104,1,0.16596831381320953,,1e-05
105,1,1.371756911277771,,1e-05
106,1,0.1958032250404358,,1e-05
107,1,0.05280553922057152,,1e-05
108,1,1.1464751958847046,,1e-05
109,1,0.44401782751083374,,1e-05
110,1,0.1535075157880783,,1e-05
111,1,0.07604806870222092,,1e-05
112,1,0.43276119232177734,,1e-05
113,1,0.0852736383676529,,1e-05
114,1,0.09682914614677429,,1e-05
115,1,0.07416553050279617,,1e-05
116,1,0.010540008544921875,,1e-05
117,1,0.17528142035007477,,1e-05
118,1,0.006662608589977026,,1e-05
119,1,0.5463954210281372,,1e-05
120,1,0.49418124556541443,,1e-05
121,1,0.02612505666911602,,1e-05
122,1,0.0404781699180603,,1e-05
123,1,0.3767528831958771,,1e-05
124,1,0.3538089692592621,,1e-05
125,1,0.04820271581411362,,1e-05
126,1,0.3015730082988739,,1e-05
127,1,0.34756597876548767,,1e-05
128,1,0.4369277358055115,,1e-05
129,1,0.012464918196201324,,1e-05
130,1,0.3648272454738617,,1e-05
131,1,1.126912236213684,,1e-05
132,1,0.008007236756384373,,1e-05
133,1,0.33821752667427063,,1e-05
134,1,0.03304888680577278,,1e-05
135,1,0.07158928364515305,,1e-05
136,1,1.791792631149292,,1e-05
137,1,0.10636169463396072,,1e-05
138,1,0.4356502890586853,,1e-05
139,1,0.9543651342391968,,1e-05
140,1,0.035862501710653305,,1e-05
141,1,0.016714025288820267,,1e-05
142,1,0.40909576416015625,,1e-05
143,1,0.015696324408054352,,1e-05
144,1,0.4917038083076477,,1e-05
145,1,1.004823923110962,,1e-05
146,1,0.0479927584528923,,1e-05
