step,epoch,loss,metric,learning_rate
1,1,0.2190760225057602,,1e-05
2,1,0.30063050985336304,,1e-05
3,1,0.4198392927646637,,1e-05
4,1,0.3329293429851532,,1e-05
5,1,0.039519988000392914,,1e-05
6,1,0.21245615184307098,,1e-05
7,1,0.5824550986289978,,1e-05
8,1,0.05505166947841644,,1e-05
9,1,0.0027800926472991705,,1e-05
10,1,0.07272421568632126,,1e-05
11,1,0.05544131621718407,,1e-05
12,1,0.004093614406883717,,1e-05
13,1,0.27220970392227173,,1e-05
14,1,0.11209333688020706,,1e-05
15,1,0.24690359830856323,,1e-05
16,1,0.017097052186727524,,1e-05
17,1,0.07425766438245773,,1e-05
18,1,0.1253013163805008,,1e-05
19,1,0.12314996868371964,,1e-05
20,1,0.007714615203440189,,1e-05
21,1,0.5607848763465881,,1e-05
22,1,1.1609348058700562,,1e-05
23,1,0.5933716297149658,,1e-05
24,1,0.006445873994380236,,1e-05
25,1,0.21443872153759003,,1e-05
26,1,0.19854867458343506,,1e-05
27,1,0.2543400228023529,,1e-05
28,1,0.15997633337974548,,1e-05
29,1,1.5596860647201538,,1e-05
30,1,0.011431612074375153,,1e-05
31,1,0.2562674582004547,,1e-05
32,1,0.07111327350139618,,1e-05
33,1,0.16581808030605316,,1e-05
34,1,0.8257344961166382,,1e-05
35,1,0.5771846771240234,,1e-05
36,1,0.21940934658050537,,1e-05
37,1,0.022155899554491043,,1e-05
38,1,0.07810421288013458,,1e-05
39,1,0.026261495426297188,,1e-05
40,1,0.013879849575459957,,1e-05
41,1,0.0033183852210640907,,1e-05
42,1,0.641240656375885,,1e-05
43,1,0.20231661200523376,,1e-05
44,1,0.3318559229373932,,1e-05
45,1,0.11105072498321533,,1e-05
46,1,0.3650960326194763,,1e-05
47,1,0.01389391627162695,,1e-05
48,1,0.009298238903284073,,1e-05
49,1,0.2779169976711273,,1e-05
50,1,0.007545202039182186,,1e-05
51,1,0.13765810430049896,,1e-05
52,1,0.1927032172679901,,1e-05
53,1,0.40103936195373535,,1e-05
54,1,0.18192821741104126,,1e-05
55,1,0.033444665372371674,,1e-05
56,1,0.010868557728827,,1e-05
57,1,0.027373889461159706,,1e-05
58,1,0.14388932287693024,,1e-05
59,1,0.29960909485816956,,1e-05
60,1,0.03145132213830948,,1e-05
61,1,0.6549831032752991,,1e-05
62,1,0.24549730122089386,,1e-05
63,1,0.47755298018455505,,1e-05
64,1,0.17778107523918152,,1e-05
65,1,0.24669191241264343,,1e-05
66,1,0.4658110737800598,,1e-05
67,1,1.1172415018081665,,1e-05
68,1,0.3377353549003601,,1e-05
69,1,0.1187659427523613,,1e-05
70,1,0.11283024400472641,,1e-05
71,1,0.00946247112005949,,1e-05
72,1,0.0364428274333477,,1e-05
73,1,0.01590881496667862,,1e-05
74,1,0.031313054263591766,,1e-05
75,1,0.00887544546276331,,1e-05
76,1,0.09606051445007324,,1e-05
77,1,1.2415590286254883,,1e-05
78,1,0.005806352011859417,,1e-05
79,1,0.09474996477365494,,1e-05
80,1,0.1134006679058075,,1e-05
81,1,0.12031343579292297,,1e-05
82,1,0.2468215972185135,,1e-05
83,1,0.0010142013197764754,,1e-05
84,1,0.19810643792152405,,1e-05
85,1,0.0882037878036499,,1e-05
86,1,0.15904025733470917,,1e-05
87,1,0.019831081852316856,,1e-05
88,1,0.04847423732280731,,1e-05
89,1,0.05682838708162308,,1e-05
90,1,0.16454702615737915,,1e-05
91,1,1.0127862691879272,,1e-05
92,1,0.3326590657234192,,1e-05
93,1,0.02918929234147072,,1e-05
94,1,0.005699180532246828,,1e-05
95,1,0.47816890478134155,,1e-05
96,1,0.013052985072135925,,1e-05
97,1,0.8310319781303406,,1e-05
98,1,0.7231630682945251,,1e-05
99,1,0.006331703159958124,,1e-05
100,1,0.007907559163868427,,1e-05
101,1,0.0011794392485171556,,1e-05
102,1,0.019517716020345688,,1e-05
103,1,1.1628029346466064,,1e-05
104,1,0.2276136875152588,,1e-05
105,1,0.49589186906814575,,1e-05
106,1,0.20755158364772797,,1e-05
107,1,0.044006284326314926,,1e-05
108,1,1.3688164949417114,,1e-05
109,1,1.6321611404418945,,1e-05
110,1,0.2767689824104309,,1e-05
111,1,0.0667879655957222,,1e-05
112,1,0.32019755244255066,,1e-05
113,1,0.293605774641037,,1e-05
114,1,0.0318555012345314,,1e-05
115,1,0.1851014643907547,,1e-05
116,1,0.004037906415760517,,1e-05
117,1,0.09086423367261887,,1e-05
118,1,0.009249341674149036,,1e-05
119,1,0.2915368378162384,,1e-05
120,1,0.2229369580745697,,1e-05
121,1,0.07960941642522812,,1e-05
122,1,0.03703039884567261,,1e-05
123,1,0.362132728099823,,1e-05
124,1,0.9070088267326355,,1e-05
125,1,0.04417381435632706,,1e-05
126,1,0.3702419698238373,,1e-05
127,1,0.13268744945526123,,1e-05
128,1,0.591337263584137,,1e-05
129,1,0.045696914196014404,,1e-05
130,1,0.7114057540893555,,1e-05
131,1,0.3941957950592041,,1e-05
132,1,0.03171585500240326,,1e-05
133,1,0.06847196817398071,,1e-05
134,1,0.08085900545120239,,1e-05
135,1,0.02684066817164421,,1e-05
136,1,1.497607946395874,,1e-05
137,1,0.07296154648065567,,1e-05
138,1,0.2888253927230835,,1e-05
139,1,1.5935821533203125,,1e-05
